method,model,L,codec_setting,sample_id,wer_vs_gt,cer_vs_gt,wer_vs_original_whisper,cer_vs_original_whisper,hypothesis_text,decoded_path,transcript_path
encodec,encodec_24khz,8,bw6.0kbps_n_cb8,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw6.0kbps\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw6.0kbps_n_cb8\4680-16026-0019.txt
encodec,encodec_24khz,16,bw12.0kbps_n_cb16,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw12.0kbps\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw12.0kbps_n_cb16\4680-16026-0019.txt
dac,dac_16khz,1,n_q_1,4680-16026-0019,0.7142857142857143,0.6206896551724138,0.75,0.6451612903225806,"You know, brother.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q1\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_1\4680-16026-0019.txt
dac,dac_16khz,2,n_q_2,4680-16026-0019,0.42857142857142855,0.1724137931034483,0.125,0.0967741935483871,You know why that I am no fool?,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q2\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_2\4680-16026-0019.txt
dac,dac_16khz,3,n_q_3,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q3\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_3\4680-16026-0019.txt
dac,dac_16khz,4,n_q_4,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q4\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_4\4680-16026-0019.txt
dac,dac_16khz,6,n_q_6,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q6\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_6\4680-16026-0019.txt
dac,dac_16khz,9,n_q_9,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q9\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_9\4680-16026-0019.txt
dac,dac_16khz,12,n_q_12,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q12\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_12\4680-16026-0019.txt
scit_base,scit_base,1,L=1,8098-278278-0035,0.46153846153846156,0.2561576354679803,0.4146341463414634,0.22596153846153846,"Then the first place I would be wore the hairst breath escaped to see one wild. I've only seen bears and surfices, were traveling, changing to eutariums. Then the second place, back in the morning, had plenty of medals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L1\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=1\8098-278278-0035.txt
scit_base,scit_base,2,L=2,8098-278278-0035,0.10256410256410256,0.04433497536945813,0.07317073170731707,0.028846153846153848,"In the first place it would be worth a hairless breath escape to see one wild. I've only seen bears and circuses, or traveling, chained to Italians. In the second place I can run. I've plenty of metals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L2\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=2\8098-278278-0035.txt
scit_base,scit_base,3,L=3,8098-278278-0035,0.1282051282051282,0.06896551724137931,0.07317073170731707,0.038461538461538464,"In the first place it would be worth a hairless breath escape to see one wild. I've only seen bears and circuses, or traveling, chained to Italians. In the second place I can run. There's plenty of metals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L3\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=3\8098-278278-0035.txt
scit_lca,scit_lca,1,L=1,8098-278278-0035,0.38461538461538464,0.20689655172413793,0.3170731707317073,0.17307692307692307,"In forest plays it would be worth a hero's breath escape to see one wild. I've only seen bears and circuses, were traveling, changing to Italians. In the sight and place that in ruin. There's plenty of metals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L1\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=1\8098-278278-0035.txt
scit_lca,scit_lca,2,L=2,8098-278278-0035,0.15384615384615385,0.07389162561576355,0.04878048780487805,0.028846153846153848,"In the first place it would be worth a hairless breath escape to see one wild. I've only seen bears and circuses, or traveling, chained to Italians. In the second place I can run and have plenty of metals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L2\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=2\8098-278278-0035.txt
scit_lca,scit_lca,3,L=3,8098-278278-0035,0.10256410256410256,0.06403940886699508,0.0975609756097561,0.038461538461538464,"In the first place it would be worth a hairless breath escape to see one wild. I've only seen bears and circuses, or traveling, chained to Italians. In the second place I can run. That's plenty of medals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L3\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=3\8098-278278-0035.txt
pcm,pcm_16bit_16khz,,16bit_16khz_passthrough,8098-278278-0035,0.15384615384615385,0.04433497536945813,0.0,0.0,"In the first place it would be worth a hair's breath escape to see one wild. I've only seen bears and circuses, or traveling, chained to Italians. In the second place I can run. I have plenty of metals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\pcm\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\pcm\16bit_16khz_passthrough\8098-278278-0035.txt
encodec,encodec_24khz,2,bw1.5kbps_n_cb2,8098-278278-0035,0.20512820512820512,0.10344827586206896,0.1951219512195122,0.09615384615384616,"In first place it would be worth a hair's breath escaped to see one wag. I've only seen bears and circuses, or traveling, cheating to Italians. In second place I can run. I've plenty of medals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw1.5kbps\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw1.5kbps_n_cb2\8098-278278-0035.txt
encodec,encodec_24khz,4,bw3.0kbps_n_cb4,8098-278278-0035,0.1282051282051282,0.04926108374384237,0.07317073170731707,0.03365384615384615,"In first place it would be worth a hair's breath escape to see one wild. I've only seen bears and circuses, or traveling, chained to Italians. In the second place I can run. I've plenty of metals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw3.0kbps\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw3.0kbps_n_cb4\8098-278278-0035.txt
encodec,encodec_24khz,8,bw6.0kbps_n_cb8,8098-278278-0035,0.1282051282051282,0.034482758620689655,0.07317073170731707,0.019230769230769232,"In the first place it would be worth a hair's breath escaped to see one wild. I've only seen bears and circuses, or traveling, chained to Italians. In the second place I can run. I've plenty of metals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw6.0kbps\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw6.0kbps_n_cb8\8098-278278-0035.txt
encodec,encodec_24khz,16,bw12.0kbps_n_cb16,8098-278278-0035,0.10256410256410256,0.029556650246305417,0.04878048780487805,0.014423076923076924,"In the first place it would be worth a hair's breath escape to see one wild. I've only seen bears and circuses, or traveling, chained to Italians. In the second place I can run. I've plenty of metals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw12.0kbps\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw12.0kbps_n_cb16\8098-278278-0035.txt
dac,dac_16khz,1,n_q_1,8098-278278-0035,0.7692307692307693,0.4729064039408867,0.7317073170731707,0.46634615384615385,"Transploitation would have been a risk worth escape for the same one, and I only seen bears and circuses for twelve years, change in which values, and the second place might be around, if plenty of levels were striking.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q1\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_1\8098-278278-0035.txt
dac,dac_16khz,2,n_q_2,8098-278278-0035,0.3076923076923077,0.1724137931034483,0.2682926829268293,0.15865384615384615,"In the first place it would be worth a years' worth of escape for see one mile. I've only seen bears and surfaces for traveling, changing to Italians. In the second place, I can learn with plenty of metals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q2\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_2\8098-278278-0035.txt
dac,dac_16khz,3,n_q_3,8098-278278-0035,0.15384615384615385,0.09359605911330049,0.0975609756097561,0.0625,In the first place it would be worth a hairless breath escape to see one wild. I've only seen bears and surfaces or traveling chained to Italians. In the second place I can run. There's plenty of metals for sprinting.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q3\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_3\8098-278278-0035.txt
dac,dac_16khz,4,n_q_4,8098-278278-0035,0.15384615384615385,0.06403940886699508,0.07317073170731707,0.04807692307692308,In the first place it would be worth a hair's breath escape to see one wild. I've only seen bears and circuses or traveling chained to Italians. In the second place I can run. plenty of metals for spreading.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q4\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_4\8098-278278-0035.txt
dac,dac_16khz,6,n_q_6,8098-278278-0035,0.10256410256410256,0.029556650246305417,0.04878048780487805,0.014423076923076924,"In the first place it would be worth a hair's breath escape to see one wild. I've only seen bears and circuses, or traveling, chained to Italians. In the second place I can run. I've plenty of metals for sprinting.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q6\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_6\8098-278278-0035.txt
dac,dac_16khz,9,n_q_9,8098-278278-0035,0.10256410256410256,0.029556650246305417,0.04878048780487805,0.014423076923076924,In the first place it would be worth a hair's breath escape to see one wild. I've only seen bears and circuses or traveling chained to Italians. In the second place I can run. I've plenty of metals for sprinting.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q9\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_9\8098-278278-0035.txt
dac,dac_16khz,12,n_q_12,8098-278278-0035,0.15384615384615385,0.04433497536945813,0.0,0.0,In the first place it would be worth a hair's breath escape to see one wild. I've only seen bears and circuses or traveling chained to Italians. In the second place I can run. I have plenty of metals for sprinting.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q12\8098-278278-0035.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_12\8098-278278-0035.txt
opus,libopus,,opus_6000bps,8838-298545-0037,0.20454545454545456,0.1651376146788991,0.20454545454545456,0.1651376146788991,"You remember the man whom you knocked out this morning? He is Barton, the famous Ted Barton. I'm sure, sir, you may well be proud to have out of him in one round,"" said the publican. Why, it took Morris, the 10-stone six-champion— procedurally minor so it's a",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br6000\8838-298545-0037.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_6000bps\8838-298545-0037.txt
opus,libopus,,opus_8000bps,8838-298545-0037,0.022727272727272728,0.009174311926605505,0.022727272727272728,0.009174311926605505,"You remember the man whom you knocked out this morning? He is Barton, the famous Ted Barton. I'm sure, sir, you may well be proud to have outed him in one round,"" said the publican. Why, it took Morris, the ten stone six champion— a",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br8000\8838-298545-0037.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_8000bps\8838-298545-0037.txt
opus,libopus,,opus_12000bps,8838-298545-0037,0.18181818181818182,0.17889908256880735,0.18181818181818182,0.17889908256880735,"You remember the man whom you knocked out this morning? He is Barton, the famous Ted Barton. I'm sure, sir, you may well be proud to have outed him in one round,"" said the publican. Why, it took Morris, the ten stone six champion— your questions. Mhm. Mhm. Mhm. Mhm. Mhm. Mhm.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br12000\8838-298545-0037.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_12000bps\8838-298545-0037.txt
opus,libopus,,opus_16000bps,8838-298545-0037,0.022727272727272728,0.01834862385321101,0.022727272727272728,0.01834862385321101,"You remember the man whom you knocked out this morning? He is Barton, the famous Ted Barton. I'm sure, sir, you may well be proud to have outed him in one round,"" said the publican. Why, it took Morris, the ten stone six champion— Shh.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br16000\8838-298545-0037.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_16000bps\8838-298545-0037.txt
opus,libopus,,opus_24000bps,8838-298545-0037,0.0,0.0,0.0,0.0,"You remember the man whom you knocked out this morning? He is Barton, the famous Ted Barton. I'm sure, sir, you may well be proud to have outed him in one round,"" said the publican. Why, it took Morris, the ten stone six champion—",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br24000\8838-298545-0037.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_24000bps\8838-298545-0037.txt
opus,libopus,,opus_6000bps,5390-30102-0015,0.0,0.0,0.0,0.0,"What had rendered her so unhappy and despairing? Thirdly, the captain's only friend had been a crazy man named Will Thompson. Was he crazy before the captain's death, or had he become crazed at that time? . . . . . . . . .",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br6000\5390-30102-0015.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_6000bps\5390-30102-0015.txt
opus,libopus,,opus_8000bps,5390-30102-0015,0.0,0.0,0.0,0.0,"What had rendered her so unhappy and despairing? Thirdly, the captain's only friend had been a crazy man named Will Thompson. Was he crazy before the captain's death, or had he become crazed at that time?",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br8000\5390-30102-0015.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_8000bps\5390-30102-0015.txt
opus,libopus,,opus_12000bps,5390-30102-0015,0.0,0.0,0.0,0.0,"What had rendered her so unhappy and despairing? Thirdly, the captain's only friend had been a crazy man named Will Thompson. Was he crazy before the captain's death, or had he become crazed at that time?",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br12000\5390-30102-0015.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_12000bps\5390-30102-0015.txt
opus,libopus,,opus_16000bps,5390-30102-0015,0.0,0.0,0.0,0.0,"What had rendered her so unhappy and despairing? Thirdly, the captain's only friend had been a crazy man named Will Thompson. Was he crazy before the captain's death, or had he become crazed at that time?",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br16000\5390-30102-0015.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_16000bps\5390-30102-0015.txt
opus,libopus,,opus_24000bps,5390-30102-0015,0.0,0.0,0.0,0.0,"What had rendered her so unhappy and despairing? Thirdly, the captain's only friend had been a crazy man named Will Thompson. Was he crazy before the captain's death, or had he become crazed at that time?",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br24000\5390-30102-0015.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_24000bps\5390-30102-0015.txt
opus,libopus,,opus_6000bps,4018-103416-0033,0.13333333333333333,0.04072398190045249,0.09090909090909091,0.03636363636363636,"She was holding out both hands too impitiously. You wouldn't go, would you? I might have to go, he evaded. You wouldn't, Graham. You're all I have. All I have left to live for. You wouldn't need to go. It's ridiculous. You need it here.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br6000\4018-103416-0033.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_6000bps\4018-103416-0033.txt
opus,libopus,,opus_8000bps,4018-103416-0033,0.06666666666666667,0.01809954751131222,0.022727272727272728,0.013636363636363636,"She was holding out both hands too impitiously. You wouldn't go, would you? I might have to go, he evaded. You wouldn't, Graham. You're all I have, all I have left to live for. You wouldn't need to go. It's ridiculous. You're needed here.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br8000\4018-103416-0033.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_8000bps\4018-103416-0033.txt
opus,libopus,,opus_12000bps,4018-103416-0033,0.06666666666666667,0.01809954751131222,0.022727272727272728,0.013636363636363636,"She was holding out both hands too impitiously. You wouldn't go, would you? I might have to go, he evaded. You wouldn't, Graham. You're all I have. All I have left to live for. You wouldn't need to go. It's ridiculous. You're needed here.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br12000\4018-103416-0033.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_12000bps\4018-103416-0033.txt
opus,libopus,,opus_16000bps,4018-103416-0033,0.08888888888888889,0.03167420814479638,0.0,0.0,"She was holding out both hands too impitiously. You wouldn't go, would you? I might have to go, he abated. You wouldn't, Graham. You're all I have. All I have left to live for. You wouldn't need to go. It's ridiculous. You're needed here.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br16000\4018-103416-0033.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_16000bps\4018-103416-0033.txt
opus,libopus,,opus_24000bps,4018-103416-0033,0.08888888888888889,0.03167420814479638,0.0,0.0,"She was holding out both hands too impitiously. You wouldn't go, would you? I might have to go, he abated. You wouldn't, Graham. You're all I have. All I have left to live for. You wouldn't need to go. It's ridiculous. You're needed here.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br24000\4018-103416-0033.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_24000bps\4018-103416-0033.txt
opus,libopus,,opus_6000bps,1737-148989-0006,0.06451612903225806,0.044444444444444446,0.06451612903225806,0.044444444444444446,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Light Sick and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br6000\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_6000bps\1737-148989-0006.txt
opus,libopus,,opus_8000bps,1737-148989-0006,0.0,0.0,0.0,0.0,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leipzig, and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br8000\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_8000bps\1737-148989-0006.txt
opus,libopus,,opus_12000bps,1737-148989-0006,0.03225806451612903,0.016666666666666666,0.03225806451612903,0.016666666666666666,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leitezik, and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br12000\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_12000bps\1737-148989-0006.txt
opus,libopus,,opus_16000bps,1737-148989-0006,0.03225806451612903,0.005555555555555556,0.03225806451612903,0.005555555555555556,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leitzig, and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br16000\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_16000bps\1737-148989-0006.txt
opus,libopus,,opus_24000bps,1737-148989-0006,0.03225806451612903,0.016666666666666666,0.03225806451612903,0.016666666666666666,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leitezik, and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br24000\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_24000bps\1737-148989-0006.txt
opus,libopus,,opus_6000bps,1455-138263-0040,0.21951219512195122,0.1111111111111111,0.17073170731707318,0.06481481481481481,"That's Nicole quickly. Because most probably, then the rotary motion of the moon upon her axis was not equal to a revolution in a quality which presents each part of her disk during 15 days to the action of the solar ice.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br6000\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_6000bps\1455-138263-0040.txt
opus,libopus,,opus_8000bps,1455-138263-0040,0.0975609756097561,0.06666666666666667,0.04878048780487805,0.018518518518518517,"That's Nicole quickly. Because most probably, then the rotary motion of the moon upon her axis was not equal to her revolution, an equality which presents each part of her disk during 15 days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br8000\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_8000bps\1455-138263-0040.txt
opus,libopus,,opus_12000bps,1455-138263-0040,0.12195121951219512,0.09333333333333334,0.04878048780487805,0.041666666666666664,"As Nicole quickly, because most probably, then the rotary motion of the moon upon her axis was not equal to a revolution, an equality which presents each part of her disc during 15 days to the action of the solar respite.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br12000\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_12000bps\1455-138263-0040.txt
opus,libopus,,opus_16000bps,1455-138263-0040,0.07317073170731707,0.05333333333333334,0.0,0.0,"As Nicole quickly, because most probably, then the rotary motion of the moon upon her axis was not equal to her revolution, an equality which presents each part of her disc during 15 days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br16000\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_16000bps\1455-138263-0040.txt
opus,libopus,,opus_24000bps,1455-138263-0040,0.0975609756097561,0.06666666666666667,0.024390243902439025,0.013888888888888888,"As Nicole quickly, because most probably, then the rotary motion of the moon upon her axis was not equal to a revolution, an equality which presents each part of her disc during 15 days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br24000\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_24000bps\1455-138263-0040.txt
opus,libopus,,opus_6000bps,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br6000\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_6000bps\311-124404-0119.txt
opus,libopus,,opus_8000bps,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br8000\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_8000bps\311-124404-0119.txt
opus,libopus,,opus_12000bps,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br12000\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_12000bps\311-124404-0119.txt
opus,libopus,,opus_16000bps,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br16000\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_16000bps\311-124404-0119.txt
opus,libopus,,opus_24000bps,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br24000\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_24000bps\311-124404-0119.txt
opus,libopus,,opus_6000bps,4680-16026-0019,0.42857142857142855,0.1724137931034483,0.125,0.0967741935483871,You know well that I am the fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br6000\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_6000bps\4680-16026-0019.txt
opus,libopus,,opus_8000bps,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br8000\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_8000bps\4680-16026-0019.txt
opus,libopus,,opus_12000bps,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br12000\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_12000bps\4680-16026-0019.txt
opus,libopus,,opus_16000bps,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br16000\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_16000bps\4680-16026-0019.txt
opus,libopus,,opus_24000bps,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\opus\br24000\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\opus\opus_24000bps\4680-16026-0019.txt
